p_recall,n_id,timestamp,delta,user_id,learning_language,ui_language,word_ll,word_ul,lexeme_string,history_seen,history_correct,session_seen,session_correct,p_pred,mdt_history,mdt_correct,mrt_history,mrt_correct,wdt_history,wdt_correct,wrt_history,wrt_correct,speed,rebag
0.0,278,1746629700,0,pablo,iw,en,להתאחד,unite,להתאחד/התאחד<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,562,1746629700,0,pablo,iw,en,טהור,pure,טהור/טהור<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,177,1746629700,0,pablo,iw,en,נדיר,rare,נדיר/נדיר<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,433,1746629700,0,pablo,iw,en,נפלא,wonderful,נפלא/נפלא<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,239,1746629700,0,pablo,iw,en,מרתקת,fascinating,מרתקת/מרתק<ADJ>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,564,1746629700,0,pablo,iw,en,טעם,taste,"ט/ט<ADP>,caseה_/ה<DET>Def|Art|,detעם/עם<NOUN>Masc|Sing|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,351,1746629700,0,pablo,iw,en,מוזר,strange,מוזר/מוזר<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,559,1746629700,0,pablo,iw,en,טרי,fresh,טרי/טרי<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,380,1746629700,0,pablo,iw,en,בודד,lonely,בודד/בודד<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,486,1746629700,0,pablo,iw,en,צר,narrow,צר/צר<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,69,1746629700,0,pablo,iw,en,רחב,wide,רחב/רחב<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,187,1746629700,0,pablo,iw,en,מסורתי,traditional,מסורתי/מסורתי<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,241,1746629700,0,pablo,iw,en,חכם,smart,"חכ_/חכ<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_הם/הוא<PRON>Gen|Masc|Plur|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,79,1746629700,0,pablo,iw,en,מכוער,ugly,מכוער/מכוער<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,37,1746629700,0,pablo,iw,en,טיפש,Stupid,טיפש/טיפש<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,345,1746629700,0,pablo,iw,en,מטומטם,dumb,"מטומטם/טומט<VERB>Masc|PUAL|Sing|1,2,3|Part|Pass|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,165,1746629700,0,pablo,iw,en,מיד,immediately,מיד/מייד<ADV>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,129,1746629700,0,pablo,iw,en,היחיד,the only,היחיד/היחיד<VERB>Masc|HIFIL|Sing|3|Past|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,325,1746629700,0,pablo,iw,en,רשמי,official,רשמי/רשמי<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,566,1746629700,0,pablo,iw,en,להשתמש,to use,להשתמש/השתמש<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,333,1746629700,0,pablo,iw,en,להתבלבל,get confused,להתבלבל/התבלבל<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,324,1746629700,0,pablo,iw,en,להתעמל,Exercising,להתעמל/התעמל<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,381,1746629700,0,pablo,iw,en,להתנצל,to apologize,להתנצל/התנצל<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,207,1746629700,0,pablo,iw,en,צות,crew,צות/צות<PROPN>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,111,1746629700,0,pablo,iw,en,להתייעץ,to consult,"ל/ל<ADP>,caseהתייעץ/התייעץ<VERB>Masc|HITPAEL|Sing|3|Past|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,225,1746629700,0,pablo,iw,en,להתכונן,Get ready,"ל/ל<ADP>,caseהתכונן/התכונן<VERB>Masc|HITPAEL|Sing|3|Past|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,349,1746629700,0,pablo,iw,en,להצטרף,to join,"ל/ל<ADP>,caseהצטרף/הצטרף<VERB>Masc|HITPAEL|Sing|3|Past|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,100,1746629700,0,pablo,iw,en,מסתיים,ends,"מסתיים/הסתיים<VERB>Masc|HITPAEL|Sing|1,2,3|Part|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,19,1746629700,0,pablo,iw,en,להתמודד,to cope,להתמודד/התמודד<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,568,1746629700,0,pablo,iw,en,להתאמן,to train,להתאמן/התאמן<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,174,1746629700,0,pablo,iw,en,להשתכר,get drunk,להשתכר/השתכר<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,336,1746629700,0,pablo,iw,en,להשתנות,change,"ל/ל<ADP>,caseהשתנות/השתנה<NOUN>Fem|Sing|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,299,1746629700,0,pablo,iw,en,להתחבא,hide,להתחבא/התחבא<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,190,1746629700,0,pablo,iw,en,להתאושש,to recover,להתאושש/התאושש<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,438,1746629700,0,pablo,iw,en,להתגעגע,to miss,להתגעגע/התגעגע<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,458,1746629700,0,pablo,iw,en,להזדקן,to get old,"ל/ל<ADP>,caseהזדקן/הזדקן<VERB>Masc|HITPAEL|Sing|3|Past|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,540,1746629700,0,pablo,iw,en,להתקר,get cold,להתקר/התקר<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,41,1746629700,0,pablo,iw,en,להתחמם,warm up,"ל/ל<ADP>,caseהתחם_/התחם<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_הם/הוא<PRON>Gen|Masc|Plur|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,556,1746629700,0,pablo,iw,en,התמחות,specialization,"ה/ה<DET>Def|Art|,detתמחות/תמחות<NOUN>Fem|Sing|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,320,1746629700,0,pablo,iw,en,להתחנך,be educated,להתחנך/התחנך<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,515,1746629700,0,pablo,iw,en,להתחנן,to beg,להתחנן/התחנן<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,577,1746629700,0,pablo,iw,en,להתגלח,shave,להתגלח/התגלח<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,403,1746629700,0,pablo,iw,en,להתחזק,get strong,להתחזק/התחזק<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,524,1746629700,0,pablo,iw,en,אפשר,possible,אפשר/אפשר<AUX>Mod|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,384,1746629700,0,pablo,iw,en,קופסה,box,קופסה/קופסה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,66,1746629700,0,pablo,iw,en,פעמון,bell,פעמון/פעמון<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,484,1746629700,0,pablo,iw,en,מטריה,umbrella,מטריה/מטריה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,378,1746629700,0,pablo,iw,en,מספריים,scissors,מספריים/מספרי<ADJ>Masc|Plur|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,200,1746629700,0,pablo,iw,en,מסכים,agree,"מסכים/הסכים<VERB>Masc|HIFIL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,173,1746629700,0,pablo,iw,en,מחקר,research,מחקר/מחקר<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,492,1746629700,0,pablo,iw,en,הרצאה,lecture,"ה/ה<DET>Def|Art|,detרצאה/רצאה<NOUN>Fem|Sing|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,238,1746629700,0,pablo,iw,en,מסיים,finishing,"מסיים/סיים<VERB>Masc|PIEL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,357,1746629700,0,pablo,iw,en,סכין,knife,"סכין/סכין<NOUN>Fem,Masc|Sing|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,27,1746629700,0,pablo,iw,en,בית הקולנוע,the cinema,"בית/בית<NOUN>Cons|Masc|Sing|הקולנוע/הקולנוע<PROPN>,compound:smixut",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,328,1746629700,0,pablo,iw,en,חייב,have to,"חייב/חייב<AUX>Masc|Sing|1,2,3|Mod|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,493,1746629700,0,pablo,iw,en,גדר,fence,גדר/גדר<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,285,1746629700,0,pablo,iw,en,אבקה,powder,אבקה/אבקה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,251,1746629700,0,pablo,iw,en,רצפה,floor,רצפה/רצפה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,386,1746629700,0,pablo,iw,en,מחבת,pan,מחבת/מחבה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,449,1746629700,0,pablo,iw,en,עצם,object,"עם_/עם<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_הם/הוא<PRON>Gen|Masc|Plur|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,385,1746629700,0,pablo,iw,en,חפץ,object,חפץ/חפץ<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,371,1746629700,0,pablo,iw,en,שורשים,roots,שורשים/שורש<NOUN>Masc|Plur|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,485,1746629700,0,pablo,iw,en,בריכה,pool,בריכה/בריכה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,146,1746629700,0,pablo,iw,en,גלגל,wheel,גלגל/גלגל<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,236,1746629700,0,pablo,iw,en,קופסא,box,קופסא/קופסא<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,172,1746629700,0,pablo,iw,en,מצעים,bedding,מצעים/מצע<NOUN>Masc|Plur|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,252,1746629700,0,pablo,iw,en,לאבד,lose,לאבד/איבד<VERB>PIEL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,276,1746629700,0,pablo,iw,en,סל,basket,סל/סל<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,104,1746629700,0,pablo,iw,en,ארנק,wallet,ארנק/ארנק<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,588,1746629700,0,pablo,iw,en,נייר,paper,נייר/נייר<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,585,1746629700,0,pablo,iw,en,סוללה,battery,סוללה/סוללה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,116,1746629700,0,pablo,iw,en,שעון,clock,"ש/ש<SCONJ>,markעון/ען<VERB>Masc|PAAL|Sing|2|Past|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,369,1746629700,0,pablo,iw,en,לשבור,to break,לשבור/שבר<VERB>PAAL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,548,1746629700,0,pablo,iw,en,להאמין,to believe,"ל/ל<ADP>,caseהאמין/האמין<VERB>Masc|HIFIL|Sing|3|Past|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,81,1746629700,0,pablo,iw,en,לגנוב,steal,לגנוב/גנב<VERB>PAAL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,23,1746629700,0,pablo,iw,en,קוף,monkey,קוף/קוף<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,265,1746629700,0,pablo,iw,en,להקשיב,to listen,להקשיב/הקשיב<VERB>HIFIL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,531,1746629700,0,pablo,iw,en,להראות,to show,להראות/להראות<VERB>Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,77,1746629700,0,pablo,iw,en,להחליט,to decide,להחליט/החליט<VERB>HIFIL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,322,1746629700,0,pablo,iw,en,נחש,snake,נחש/נחש<PROPN>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,447,1746629700,0,pablo,iw,en,עכביש,spider,עכביש/עכביש<PROPN>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,287,1746629700,0,pablo,iw,en,לסיים,to finish,לסיים/סיים<VERB>PIEL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,293,1746629700,0,pablo,iw,en,לחכות,to wait,לחכות/חיכה<VERB>PIEL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,522,1746629700,0,pablo,iw,en,לשקר,to lie,לשקר/שיקר<VERB>PIEL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,401,1746629700,0,pablo,iw,en,בזבז,wasted,בזבז/בזבז<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,546,1746629700,0,pablo,iw,en,לבזבז,spend,לבזבז/בזבז<VERB>PIEL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,359,1746629700,0,pablo,iw,en,לנצח,to win,לנצח/ניצח<VERB>PIEL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,60,1746629700,0,pablo,iw,en,אנחנו מנצחים,we win,"אנחנו/הוא<PRON>Fem,Masc|Plur|1|Prs|,nsubjמנצחים/מנצח<VERB>Masc|PIEL|Plur|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,213,1746629700,0,pablo,iw,en,להתלונן,to complain,"ל/ל<ADP>,caseהתלונן/התלונן<VERB>Masc|HITPAEL|Sing|3|Past|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,132,1746629700,0,pablo,iw,en,נפש,soul,נפש/נפש<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,399,1746629700,0,pablo,iw,en,חוצפה,gall,חוצפה/חוצפה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,313,1746629700,0,pablo,iw,en,דאגה,worry,דאגה/דאגה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,88,1746629700,0,pablo,iw,en,מערכת יחסים,relationship,"מערכת/מערכת<NOUN>Cons|Fem|Sing|יחסים/יחסים<NOUN>Masc|Plur|,compound:smixut",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,114,1746629700,0,pablo,iw,en,נופים,Views,נופים/נוף<NOUN>Masc|Plur|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,167,1746629700,0,pablo,iw,en,צעצועים,toys,"צעצוע_/צעצוע<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_הם/הוא<PRON>Gen|Masc|Plur|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,216,1746629700,0,pablo,iw,en,משקפי שמש,Sunglasses,"משקפי/משקף<NOUN>Cons|Masc|Plur|שמש/שמש<PROPN>,compound:smixut",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,459,1746629700,0,pablo,iw,en,מטריה,Umbrella,מטריה/מטריה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,420,1746629700,0,pablo,iw,en,סולם,ladder,"סול_/סול<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_הם/הוא<PRON>Gen|Masc|Plur|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,441,1746629700,0,pablo,iw,en,תרופה,Medication,"תרוף_/תרוף<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_היא/הוא<PRON>Gen|Fem|Sing|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,92,1746629700,0,pablo,iw,en,תכשיט,jewelry,תכשיט/תכשיט<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,307,1746629700,0,pablo,iw,en,חומרי בניין,construction materials,"חומרי/חומר<NOUN>Cons|Masc|Plur|בניין/בניין<NOUN>Masc|Sing|,compound:smixut",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,137,1746629700,0,pablo,iw,en,חיטה מלאה,whole wheat,"חיטה/חיטה<NOUN>Fem|Sing|מלאה/מלא<ADJ>Fem|Sing|,amod",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,587,1746629700,0,pablo,iw,en,אני מלטף,I caress,"אני/הוא<PRON>Fem,Masc|Sing|1|Prs|,nsubjמלטף/ליטף<VERB>Masc|PIEL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,309,1746629700,0,pablo,iw,en,אני סולח,I forgive,"אני/הוא<PRON>Fem,Masc|Sing|1|Prs|,nsubjסולח/סלח<VERB>Masc|PAAL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,142,1746629700,0,pablo,iw,en,יחסית,relatively,יחסית/יחסית<ADV>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,455,1746629700,0,pablo,iw,en,משחת שיניים,toothpaste,"משחת/משחה<NOUN>Cons|Fem|Sing|שיניים/שן<NOUN>Fem|Plur|,compound:smixut",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,58,1746629700,0,pablo,iw,en,להבריש,brush,להבריש/הבריש<VERB>HIFIL|Inf|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,434,1746629700,0,pablo,iw,en,מברשת שנים,toothbrush,"מברשת/מברשת<NOUN>Cons|Fem|Sing|שנים/שנה<NOUN>Fem|Plur|,compound:smixut",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,249,1746629700,0,pablo,iw,en,רטוב,wet,רטוב/רטוב<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,211,1746629700,0,pablo,iw,en,יבש,dry,יבש/יבש<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,479,1746629700,0,pablo,iw,en,מלוכלך,dirty,מלוכלך/מלוכלך<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,108,1746629700,0,pablo,iw,en,נקי,net,נקי/נקי<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,383,1746629700,0,pablo,iw,en,רוחץ,bathing,"רוחץ/רחץ<VERB>Masc|PAAL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,506,1746629700,0,pablo,iw,en,מכבס,washer,"מכבס/כיבס<VERB>Masc|PIEL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,347,1746629700,0,pablo,iw,en,מעיר,wakes up,מעיר/מעיר<ADV>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,161,1746629700,0,pablo,iw,en,מתעורר,Wake up,"מתעורר/התעורר<VERB>Masc|HITPAEL|Sing|1,2,3|Part|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,16,1746629700,0,pablo,iw,en,נסיך,prince,נסיך/נסיך<PROPN>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,482,1746629700,0,pablo,iw,en,התרעה,warning,"ה/ה<DET>Def|Art|,detתרעה/תרעה<NOUN>Fem|Sing|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,98,1746629700,0,pablo,iw,en,פצצה,bomb,פצצה/פצצה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,83,1746629700,0,pablo,iw,en,מטפל,Therapist,"מטפל/טיפל<VERB>Masc|PIEL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,509,1746629700,0,pablo,iw,en,אני מטלפן,I phone,"אני/הוא<PRON>Fem,Masc|Sing|1|Prs|,nsubjמטלפן/טלפן<VERB>Masc|PIEL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,379,1746629700,0,pablo,iw,en,רכבת,a train,רכבת/רכבת<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,338,1746629700,0,pablo,iw,en,בצל,Onion,בצל/בצל<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,209,1746629700,0,pablo,iw,en,בגלל,Because,בגלל/בגלל<ADP>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,255,1746629700,0,pablo,iw,en,מעבדה,laboratory,מעבדה/מעבדה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,48,1746629700,0,pablo,iw,en,חתיך,Handsome,חתיך/חתיך<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,483,1746629700,0,pablo,iw,en,מופרע,disturbed,"מופרע/הופרע<VERB>Masc|HUFAL|Sing|1,2,3|Part|Pass|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,194,1746629700,0,pablo,iw,en,שונא,hate,"שונא/שנא<VERB>Masc|PAAL|Sing|1,2,3|Part|Act|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,145,1746629700,0,pablo,iw,en,מודע,aware,מודע/מודע<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,491,1746629700,0,pablo,iw,en,לפחות,at least,לפחות/לפחות<ADV>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,590,1746629700,0,pablo,iw,en,מעצבן,annoying,"מעצב_/מעצב<NOUN>Def|Masc|Sing|_של_/של<ADP>,case:gen_הן/הוא<PRON>Gen|Fem|Plur|3|Prs|,nmod:poss",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,343,1746629700,0,pablo,iw,en,אל,to,אל/אל<PROPN>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,557,1746629700,0,pablo,iw,en,בעיקר,Mainly,בעיקר/בעיקר<ADV>,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,442,1746629700,0,pablo,iw,en,בשבילך,for you,"בשביל_/בשביל<ADP>,case_אתה/הוא<PRON>Masc|Sing|2|Prs|",0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,280,1746629700,0,pablo,iw,en,נרגילה,hookah,נרגילה/נרגילה<NOUN>Fem|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,90,1746629700,0,pablo,iw,en,צבא,Army,צבא/צבא<NOUN>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,572,1746629700,0,pablo,iw,en,חמוד,Cute,חמוד/חמוד<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,163,1746629700,0,pablo,iw,en,ביקשת,you asked,ביקשת/ביקש<VERB>Masc|PIEL|Sing|1|Past|Act|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,150,1746629700,0,pablo,iw,en,להתקלח,shower,להתקלח/התקלח<VERB>HITPAEL|Inf|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
0.0,561,1746629700,0,pablo,iw,en,חצוף,insolent,חצוף/חצוף<ADJ>Masc|Sing|,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,False
1.0,719,1750764918,1628823,pablo,iw,en,בדיחה,joke,בדיחה/בדיחה<NOUN>Fem|Sing|,5,5,0,0,0.0,0,0,5,5,0,0,0,0,0.3267,False
